No.,Time,Source,Destination,Protocol,Length,Info
78623,1077.742458,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78624,1077.78305,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472603 Ack=14132633 Win=3645 Len=0
78625,1077.826,172.16.64.10,10.80.0.50,TDS,93,Response
78626,1077.826154,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78627,1077.866339,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472642 Ack=14133799 Win=3645 Len=0
78628,1077.90989,172.16.64.10,10.80.0.50,TDS,93,Response
78629,1077.910082,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78630,1077.950019,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472681 Ack=14134965 Win=3645 Len=0
78632,1077.991341,172.16.64.10,10.80.0.50,TDS,93,Response
78633,1077.991506,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78634,1078.03194,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472720 Ack=14136131 Win=3645 Len=0
78635,1078.074033,172.16.64.10,10.80.0.50,TDS,93,Response
78636,1078.074202,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78637,1078.114368,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472759 Ack=14137297 Win=3645 Len=0
78638,1078.157298,172.16.64.10,10.80.0.50,TDS,93,Response
78639,1078.157409,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78640,1078.197463,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472798 Ack=14138463 Win=3645 Len=0
78641,1078.24094,172.16.64.10,10.80.0.50,TDS,93,Response
78642,1078.241106,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78643,1078.281372,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472837 Ack=14139629 Win=3645 Len=0
78644,1078.323655,172.16.64.10,10.80.0.50,TDS,93,Response
78645,1078.323746,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78646,1078.364055,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472876 Ack=14140795 Win=3645 Len=0
78647,1078.407092,172.16.64.10,10.80.0.50,TDS,93,Response
78648,1078.40722,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78649,1078.447477,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472915 Ack=14141961 Win=3645 Len=0
78650,1078.490372,172.16.64.10,10.80.0.50,TDS,93,Response
78651,1078.490503,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78652,1078.530977,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472954 Ack=14143127 Win=3645 Len=0
78653,1078.577961,172.16.64.10,10.80.0.50,TDS,93,Response
78654,1078.578112,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78655,1078.618091,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=472993 Ack=14144293 Win=3645 Len=0
78656,1078.658996,172.16.64.10,10.80.0.50,TDS,93,Response
78657,1078.659174,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call
78658,1078.699429,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473032 Ack=14145461 Win=3645 Len=0
78659,1078.743864,172.16.64.10,10.80.0.50,TDS,93,Response
78660,1078.744004,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78661,1078.783939,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473071 Ack=14146629 Win=3645 Len=0
78662,1078.826335,172.16.64.10,10.80.0.50,TDS,93,Response
78663,1078.826528,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78665,1078.866906,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473110 Ack=14147797 Win=3645 Len=0
78666,1078.91914,172.16.64.10,10.80.0.50,TDS,93,Response
78667,1078.919255,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78668,1078.959099,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473149 Ack=14148965 Win=3645 Len=0
78671,1079.005812,172.16.64.10,10.80.0.50,TDS,93,Response
78672,1079.005975,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78674,1079.046337,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473188 Ack=14150133 Win=3645 Len=0
78676,1079.088397,172.16.64.10,10.80.0.50,TDS,93,Response
78677,1079.088518,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78678,1079.129274,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473227 Ack=14151301 Win=3645 Len=0
78679,1079.172111,172.16.64.10,10.80.0.50,TDS,93,Response
78680,1079.172248,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78681,1079.173055,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473266 Ack=14152467 Win=3645 Len=0
78682,1079.255946,172.16.64.10,10.80.0.50,TDS,93,Response
78683,1079.256054,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78684,1079.295952,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473305 Ack=14153633 Win=3645 Len=0
78685,1079.339707,172.16.64.10,10.80.0.50,TDS,93,Response
78686,1079.339804,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78687,1079.379969,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473344 Ack=14154799 Win=3645 Len=0
78688,1079.430017,172.16.64.10,10.80.0.50,TDS,93,Response
78689,1079.430117,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78690,1079.469961,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473383 Ack=14155965 Win=3645 Len=0
78691,1079.521024,172.16.64.10,10.80.0.50,TDS,93,Response
78692,1079.521121,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78693,1079.561036,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473422 Ack=14157131 Win=3645 Len=0
78694,1079.606576,172.16.64.10,10.80.0.50,TDS,93,Response
78695,1079.606712,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78696,1079.646958,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473461 Ack=14158297 Win=3645 Len=0
78697,1079.692791,172.16.64.10,10.80.0.50,TDS,93,Response
78698,1079.692914,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78699,1079.73296,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473500 Ack=14159463 Win=3645 Len=0
78700,1079.782705,172.16.64.10,10.80.0.50,TDS,93,Response
78701,1079.782832,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78702,1079.823344,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473539 Ack=14160631 Win=3645 Len=0
78703,1079.870821,172.16.64.10,10.80.0.50,TDS,93,Response
78704,1079.870936,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78706,1079.910877,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473578 Ack=14161797 Win=3645 Len=0
78707,1079.952603,172.16.64.10,10.80.0.50,TDS,93,Response
78708,1079.952709,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78711,1079.992887,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473617 Ack=14162963 Win=3645 Len=0
78712,1080.035458,172.16.64.10,10.80.0.50,TDS,93,Response
78713,1080.035569,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78715,1080.07624,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473656 Ack=14164129 Win=3645 Len=0
78716,1080.118369,172.16.64.10,10.80.0.50,TDS,93,Response
78717,1080.118486,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78718,1080.15932,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473695 Ack=14165297 Win=3645 Len=0
78719,1080.202533,172.16.64.10,10.80.0.50,TDS,93,Response
78720,1080.202737,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78721,1080.203324,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473734 Ack=14166463 Win=3645 Len=0
78722,1080.285659,172.16.64.10,10.80.0.50,TDS,93,Response
78723,1080.285782,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78724,1080.326059,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473773 Ack=14167629 Win=3645 Len=0
78725,1080.376871,172.16.64.10,10.80.0.50,TDS,93,Response
78726,1080.376971,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78727,1080.417097,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473812 Ack=14168795 Win=3645 Len=0
78728,1080.459378,172.16.64.10,10.80.0.50,TDS,93,Response
78729,1080.459528,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78730,1080.500006,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473851 Ack=14169961 Win=3645 Len=0
78731,1080.543461,172.16.64.10,10.80.0.50,TDS,93,Response
78732,1080.543567,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78733,1080.584043,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473890 Ack=14171127 Win=3645 Len=0
78734,1080.62631,172.16.64.10,10.80.0.50,TDS,93,Response
78735,1080.626418,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78736,1080.666955,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473929 Ack=14172293 Win=3645 Len=0
78737,1080.709399,172.16.64.10,10.80.0.50,TDS,93,Response
78738,1080.709566,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78739,1080.74999,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=473968 Ack=14173459 Win=3645 Len=0
78740,1080.793271,172.16.64.10,10.80.0.50,TDS,93,Response
78741,1080.793392,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78742,1080.833241,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474007 Ack=14174627 Win=3645 Len=0
78743,1080.876952,172.16.64.10,10.80.0.50,TDS,93,Response
78744,1080.877118,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78745,1080.877618,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474046 Ack=14175793 Win=3645 Len=0
78746,1080.961577,172.16.64.10,10.80.0.50,TDS,93,Response
78747,1080.961698,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78748,1081.002359,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474085 Ack=14176959 Win=3645 Len=0
78749,1081.046756,172.16.64.10,10.80.0.50,TDS,93,Response
78750,1081.04689,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78751,1081.086922,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474124 Ack=14178125 Win=3645 Len=0
78752,1081.134845,172.16.64.10,10.80.0.50,TDS,93,Response
78753,1081.134983,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78754,1081.175333,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474163 Ack=14179291 Win=3645 Len=0
78755,1081.217007,172.16.64.10,10.80.0.50,TDS,93,Response
78756,1081.217126,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78757,1081.257448,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474202 Ack=14180457 Win=3645 Len=0
78758,1081.302993,172.16.64.10,10.80.0.50,TDS,93,Response
78759,1081.303191,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78760,1081.343335,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474241 Ack=14181623 Win=3645 Len=0
78761,1081.402948,172.16.64.10,10.80.0.50,TDS,93,Response
78762,1081.403132,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78763,1081.443031,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474280 Ack=14182789 Win=3645 Len=0
78764,1081.495194,172.16.64.10,10.80.0.50,TDS,93,Response
78765,1081.495353,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78766,1081.534943,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474319 Ack=14183955 Win=3645 Len=0
78767,1081.596043,172.16.64.10,10.80.0.50,TDS,93,Response
78768,1081.59616,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78769,1081.636438,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474358 Ack=14185123 Win=3645 Len=0
78770,1081.685755,172.16.64.10,10.80.0.50,TDS,93,Response
78771,1081.68588,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78772,1081.726355,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474397 Ack=14186291 Win=3645 Len=0
78774,1081.777937,172.16.64.10,10.80.0.50,TDS,93,Response
78775,1081.778098,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78776,1081.818053,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474436 Ack=14187459 Win=3645 Len=0
78777,1081.867176,172.16.64.10,10.80.0.50,TDS,93,Response
78778,1081.867348,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78779,1081.906936,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474475 Ack=14188627 Win=3645 Len=0
78782,1081.962888,172.16.64.10,10.80.0.50,TDS,93,Response
78783,1081.963018,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78785,1082.003237,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474514 Ack=14189795 Win=3645 Len=0
78788,1082.058998,172.16.64.10,10.80.0.50,TDS,93,Response
78789,1082.059171,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78791,1082.099311,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474553 Ack=14190963 Win=3645 Len=0
78792,1082.151606,172.16.64.10,10.80.0.50,TDS,93,Response
78793,1082.151772,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78794,1082.191983,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474592 Ack=14192129 Win=3645 Len=0
78795,1082.239332,172.16.64.10,10.80.0.50,TDS,93,Response
78796,1082.239467,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78797,1082.280202,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474631 Ack=14193295 Win=3645 Len=0
78798,1082.325483,172.16.64.10,10.80.0.50,TDS,93,Response
78799,1082.325616,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78800,1082.365972,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474670 Ack=14194461 Win=3645 Len=0
78801,1082.422683,172.16.64.10,10.80.0.50,TDS,93,Response
78802,1082.422796,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78803,1082.46323,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474709 Ack=14195627 Win=3645 Len=0
78804,1082.513893,172.16.64.10,10.80.0.50,TDS,93,Response
78805,1082.514006,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78806,1082.554043,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474748 Ack=14196793 Win=3645 Len=0
78807,1082.602851,172.16.64.10,10.80.0.50,TDS,93,Response
78808,1082.603001,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78810,1082.64299,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474787 Ack=14197959 Win=3645 Len=0
78811,1082.696205,172.16.64.10,10.80.0.50,TDS,93,Response
78812,1082.696354,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78813,1082.736308,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474826 Ack=14199125 Win=3645 Len=0
78814,1082.791698,172.16.64.10,10.80.0.50,TDS,93,Response
78815,1082.791848,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78816,1082.832006,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474865 Ack=14200291 Win=3645 Len=0
78817,1082.880784,172.16.64.10,10.80.0.50,TDS,93,Response
78818,1082.880963,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78819,1082.921168,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474904 Ack=14201457 Win=3645 Len=0
78820,1082.973744,172.16.64.10,10.80.0.50,TDS,93,Response
78821,1082.973867,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78822,1083.014289,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474943 Ack=14202623 Win=3645 Len=0
78823,1083.070898,172.16.64.10,10.80.0.50,TDS,93,Response
78824,1083.071002,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78825,1083.111037,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=474982 Ack=14203789 Win=3645 Len=0
78826,1083.163326,172.16.64.10,10.80.0.50,TDS,93,Response
78827,1083.16343,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78828,1083.204116,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475021 Ack=14204957 Win=3645 Len=0
78829,1083.25527,172.16.64.10,10.80.0.50,TDS,93,Response
78830,1083.255415,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78831,1083.296026,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475060 Ack=14206123 Win=3645 Len=0
78832,1083.34306,172.16.64.10,10.80.0.50,TDS,93,Response
78833,1083.343195,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78834,1083.382918,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475099 Ack=14207289 Win=3645 Len=0
78835,1083.435274,172.16.64.10,10.80.0.50,TDS,93,Response
78836,1083.435408,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78837,1083.475941,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475138 Ack=14208455 Win=3645 Len=0
78838,1083.529875,172.16.64.10,10.80.0.50,TDS,93,Response
78839,1083.529989,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78840,1083.569947,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475177 Ack=14209621 Win=3645 Len=0
78842,1083.621949,172.16.64.10,10.80.0.50,TDS,93,Response
78843,1083.622105,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78844,1083.661999,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475216 Ack=14210787 Win=3645 Len=0
78845,1083.714693,172.16.64.10,10.80.0.50,TDS,93,Response
78846,1083.714829,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78847,1083.755254,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475255 Ack=14211953 Win=3645 Len=0
78848,1083.807036,172.16.64.10,10.80.0.50,TDS,93,Response
78849,1083.807166,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78850,1083.847314,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475294 Ack=14213119 Win=3645 Len=0
78851,1083.89915,172.16.64.10,10.80.0.50,TDS,93,Response
78852,1083.899249,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78853,1083.9391,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475333 Ack=14214285 Win=3645 Len=0
78855,1083.990743,172.16.64.10,10.80.0.50,TDS,93,Response
78856,1083.990889,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call
78858,1084.031286,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475372 Ack=14215453 Win=3645 Len=0
78860,1084.091932,172.16.64.10,10.80.0.50,TDS,93,Response
78861,1084.092038,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78862,1084.131933,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475411 Ack=14216621 Win=3645 Len=0
78863,1084.186525,172.16.64.10,10.80.0.50,TDS,93,Response
78864,1084.186685,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78865,1084.187156,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475450 Ack=14217787 Win=3645 Len=0
78866,1084.279982,172.16.64.10,10.80.0.50,TDS,93,Response
78867,1084.280159,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78868,1084.320267,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475489 Ack=14218953 Win=3645 Len=0
78869,1084.372006,172.16.64.10,10.80.0.50,TDS,93,Response
78870,1084.372139,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78871,1084.412236,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475528 Ack=14220119 Win=3645 Len=0
78872,1084.467322,172.16.64.10,10.80.0.50,TDS,93,Response
78873,1084.467431,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78874,1084.508143,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475567 Ack=14221285 Win=3645 Len=0
78875,1084.563624,172.16.64.10,10.80.0.50,TDS,93,Response
78876,1084.563735,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78877,1084.604287,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475606 Ack=14222451 Win=3645 Len=0
78878,1084.654934,172.16.64.10,10.80.0.50,TDS,93,Response
78879,1084.65505,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78880,1084.695267,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475645 Ack=14223617 Win=3645 Len=0
78881,1084.743943,172.16.64.10,10.80.0.50,TDS,93,Response
78882,1084.74412,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78883,1084.783895,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475684 Ack=14224783 Win=3645 Len=0
78884,1084.831463,172.16.64.10,10.80.0.50,TDS,93,Response
78885,1084.831676,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78886,1084.872291,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475723 Ack=14225949 Win=3645 Len=0
78887,1084.91749,172.16.64.10,10.80.0.50,TDS,93,Response
78888,1084.917638,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78889,1084.957914,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475762 Ack=14227115 Win=3645 Len=0
78892,1085.007371,172.16.64.10,10.80.0.50,TDS,93,Response
78893,1085.007518,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78894,1085.048189,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475801 Ack=14228281 Win=3645 Len=0
78897,1085.098853,172.16.64.10,10.80.0.50,TDS,93,Response
78898,1085.099009,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
78900,1085.139091,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475840 Ack=14229447 Win=3645 Len=0
78901,1085.190885,172.16.64.10,10.80.0.50,TDS,93,Response
78902,1085.190991,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
78903,1085.231293,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475879 Ack=14230615 Win=3645 Len=0
78904,1085.279665,172.16.64.10,10.80.0.50,TDS,93,Response
78905,1085.279802,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
78906,1085.319998,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=475918 Ack=14231781 Win=3645 Len=0
